datadog_id,type,description
range.snapshots.rebalancing.sent_bytes.count,count,"Number of rebalancing snapshot bytes sent
Shown as byte"
range.snapshots.recovery.rcvd_bytes.count,count,"Number of recovery snapshot bytes received
Shown as byte"
range.snapshots.recovery.sent_bytes.count,count,"Number of recovery snapshot bytes sent
Shown as byte"
range.snapshots.recv_failed.count,count,"Number of range snapshot initialization messages that errored out on the recipient, typically before any data is transferred"
range.snapshots.recv_in_progress,gauge,Number of non-empty snapshots being received
range.snapshots.recv_queue,gauge,Number of snapshots queued to receive
range.snapshots.recv_queue_bytes,gauge,"Total size of all snapshots in the snapshot receive queue
Shown as byte"
range.snapshots.recv_total_in_progress,gauge,Number of total snapshots being received
range.snapshots.recv_unusable.count,count,Number of range snapshot that were fully transmitted but determined to be unnecessary or unusable
range.snapshots.send_in_progress,gauge,Number of non-empty snapshots being sent
range.snapshots.send_queue,gauge,Number of snapshots queued to send
range.snapshots.send_queue_bytes,gauge,"Total size of all snapshots in the snapshot send queue
Shown as byte"
range.snapshots.send_total_in_progress,gauge,Number of total snapshots being sent
range.snapshots.sent_bytes.count,count,"Number of snapshot bytes sent
Shown as byte"
range.snapshots.unknown.rcvd_bytes.count,count,"Number of unknown snapshot bytes received
Shown as byte"
range.snapshots.unknown.sent_bytes.count,count,"Number of unknown snapshot bytes sent
Shown as byte"
range.splits.count,count,Number of range splits
range.splits.total,count,[OpenMetrics v1] Number of range splits
range.splits.total.count,count,[OpenMetrics v2] Number of range splits
rangekeybytes,gauge,"Number of bytes taken up by range keys (e.g. MVCC range tombstones)
Shown as byte"
rangekeycount,gauge,Count of all range keys (e.g. MVCC range tombstones)
ranges,gauge,[OpenMetrics v1 & v2] Number of ranges
ranges.overreplicated,gauge,[OpenMetrics v1 & v2] Number of ranges with more live replicas than the replication target
ranges.unavailable,gauge,[OpenMetrics v1 & v2] Number of ranges with fewer live replicas than needed for quorum
ranges.underreplicated,gauge,[OpenMetrics v1 & v2] Number of ranges with fewer live replicas than the replication target
rangevalbytes,gauge,"Number of bytes taken up by range key values (e.g. MVCC range tombstones)
Shown as byte"
rangevalcount,gauge,Count of all range key values (e.g. MVCC range tombstones)
rebalancing.cpunanospersecond,gauge,"Average CPU nanoseconds spent on processing replica operations in the last 30 minutes.
Shown as nanosecond"
rebalancing.lease.transfers.count,count,Number of lease transfers motivated by store-level load imbalances
rebalancing.queriespersecond,gauge,"Number of kv-level requests received per second by the store, averaged over a large time period as used in rebalancing decisions"
rebalancing.range.rebalances.count,count,Number of range rebalance operations motivated by store-level load imbalances
rebalancing.readbytespersecond,gauge,"Number of bytes read recently per second, considering the last 30 minutes.
Shown as byte"
rebalancing.readspersecond,gauge,"Number of keys read recently per second, considering the last 30 minutes."
rebalancing.replicas.cpunanospersecond.bucket,count,"Histogram of average CPU nanoseconds spent on processing replica operations in the last 30 minutes.
Shown as nanosecond"
rebalancing.replicas.cpunanospersecond.count,count,"Histogram of average CPU nanoseconds spent on processing replica operations in the last 30 minutes.
Shown as nanosecond"
rebalancing.replicas.cpunanospersecond.sum,count,"Histogram of average CPU nanoseconds spent on processing replica operations in the last 30 minutes.
Shown as nanosecond"
rebalancing.replicas.queriespersecond.bucket,count,Histogram of average kv-level requests received per second by replicas on the store in the last 30 minutes.
rebalancing.replicas.queriespersecond.count,count,Histogram of average kv-level requests received per second by replicas on the store in the last 30 minutes.
rebalancing.replicas.queriespersecond.sum,count,Histogram of average kv-level requests received per second by replicas on the store in the last 30 minutes.
rebalancing.requestspersecond,gauge,"Number of requests received recently per second, considering the last 30 minutes."
rebalancing.state.imbalanced_overfull_options_exhausted.count,count,Number of occurrences where this store was overfull but failed to shed load after exhausting available rebalance options
rebalancing.writebytespersecond,gauge,"Number of bytes written recently per second, considering the last 30 minutes.
Shown as byte"
rebalancing.writespersecond,gauge,"[OpenMetrics v1 & v2] Number of keys written (i.e. applied by raft) per second to the store, averaged over a large time period as used in rebalancing decisions
Shown as key"
replicas,gauge,Number of replicas
replicas.commandqueue.combinedqueuesize,gauge,"[OpenMetrics v1 & v2] Number of commands in all CommandQueues combined
Shown as command"
replicas.commandqueue.combinedreadcount,gauge,"[OpenMetrics v1 & v2] Number of read-only commands in all CommandQueues combined
Shown as command"
replicas.commandqueue.combinedwritecount,gauge,"[OpenMetrics v1 & v2] Number of read-write commands in all CommandQueues combined
Shown as command"
replicas.commandqueue.maxoverlaps,gauge,"[OpenMetrics v1 & v2] Largest number of overlapping commands seen when adding to any CommandQueue
Shown as command"
replicas.commandqueue.maxreadcount,gauge,"[OpenMetrics v1 & v2] Largest number of read-only commands in any CommandQueue
Shown as command"
replicas.commandqueue.maxsize,gauge,"[OpenMetrics v1 & v2] Largest number of commands in any CommandQueue
Shown as command"
replicas.commandqueue.maxtreesize,gauge,[OpenMetrics v1 & v2] Largest number of intervals in any CommandQueue’s interval tree
replicas.commandqueue.maxwritecount,gauge,"[OpenMetrics v1 & v2] Largest number of read-write commands in any CommandQueue
Shown as command"
replicas.leaders,gauge,[OpenMetrics v1 & v2] Number of raft leaders
replicas.leaders.not_leaseholders,gauge,[OpenMetrics v1 & v2] Number of replicas that are Raft leaders whose range lease is held by another store
replicas.leaders_invalid_lease,gauge,Number of replicas that are Raft leaders whose lease is invalid
replicas.leaders_not_leaseholders,gauge,Number of replicas that are Raft leaders whose range lease is held by another store
replicas.leaseholders,gauge,[OpenMetrics v1 & v2] Number of lease holders
replicas.quiescent,gauge,[OpenMetrics v1 & v2] Number of quiesced replicas
replicas.reserved,gauge,[OpenMetrics v1 & v2] Number of replicas reserved for snapshots
replicas.total,gauge,[OpenMetrics v1 & v2] Number of replicas
replicas.uninitialized,gauge,"Number of uninitialized replicas, this does not include uninitialized replicas that can lie dormant in a persistent state."
requests.backpressure.split,gauge,[OpenMetrics v1 & v2] Number of backpressured writes waiting on a Range split
requests.slow.commandqueue,gauge,"[OpenMetrics v1 & v2] Number of requests that have been stuck for a long time in the command queue
Shown as request"
requests.slow.distsender,gauge,"[OpenMetrics v1 & v2] Number of requests that have been stuck for a long time in the dist sender
Shown as request"
requests.slow.latch,gauge,Number of requests that have been stuck for a long time acquiring latches.Latches moderate access to the KV keyspace for the purpose of evaluating andreplicating commands. A slow latch acquisition attempt is often caused byanother request holding and not releasing its latches in a timely manner.
requests.slow.lease,gauge,"[OpenMetrics v1 & v2] Number of requests that have been stuck for a long time acquiring a lease
Shown as request"
requests.slow.raft,gauge,"[OpenMetrics v1 & v2] Number of requests that have been stuck for a long time in raft
Shown as request"
rocksdb.block.cache.hits,gauge,[OpenMetrics v1 & v2] Count of block cache hits
rocksdb.block.cache.misses,gauge,[OpenMetrics v1 & v2] Count of block cache misses
rocksdb.block.cache.pinned.usage,gauge,"[OpenMetrics v1 & v2] Bytes pinned by the block cache
Shown as byte"
rocksdb.block.cache.usage,gauge,"[OpenMetrics v1 & v2] Bytes used by the block cache
Shown as byte"
